Artists_Accession_Number,Art_Term
"9203","Painting"
"9203","Video Art"
"10332","Painting"
"9501","Painting"
"10333","Painting"
"10333","Art Educator"
"11110","Street Art"
"12882","Photography"
"7168","Painting"
"10405","Design"
"10405","Jewelry"
"10405","Art Educator"
"10357","Calligraphy"
"10357","Ink"
"7174","Painting"
"7175","Airbrush"
"7182","Art Educator"
"9775","Illustration"
"12637","Art Educator"
"7190","Art Educator"
"7191","Conceptual Art"
"7192","Drawing"
"12279","Art Educator"
"7260","Photography"
"9649","Painting"
"7263","Printmaking"
"12883","Textiles"
"10127","Street Art"
"7271","Art Educator"
"11609","Photography"
"7275","Paper Cutting"
"7277","Works on Paper"
"7279","Street Art"
"7281","Art Educator"
"7281","Drawing"
"9070","Conceptual Art"
"9070","Installation"
"10612","Photography"
"10292","Painting"
"7286","Art Educator"
"7287","Painting"
"7287","Printmaking"
"7287","Drawing"
"12884","Installation"
"7292","Art Educator"
"7299","Arts Organization"
"7301","Art Educator"
"12885","Painting"
"7306","Art Educator"
"10564","Printmaking"
"10564","Painting"
"10564","Light Art"
"7307","Painting"
"7307","Postal Art"
"7309","Painting"
"7309","Drawing"
"9926","Photography"
"10452","Painting"
"7320","Arts Organization"
"7323","Painting"
"9031","Painting"
"12886","Arts Organization"
"7327","Art Educator"
"11696","Drawing"
"11696","Printmaking"
"7328","Art Educator"
"10283","Art Gallery"
"7336","Installation"
"7336","Theater Design"
"7337","Art Educator"
"7215","Printmaking"
"11105","Street Art"
"9319","Photography"
"11419","Street Art"
"11419","Graffiti"
"7344","Photography"
"7345","Sculpture"
"7345","Installation"
"7346","Sculpture"
"9684","Papermaking"
"4098","Papermaking"
"9684","Jewelry"
"9684","Fiber Art"
"7353","Graphics"
"7353","Illustration"
"7357","Painting"
"7357","Watercolor"
"7357","Art Educator"
"7361","Art Educator"
"7364","Painting"
"11590","Art Educator"
"7366","Art Educator"
"11873","Art Therapist"
"11873","Art Educator"
"11291","Video Art"
"7368","Advertising Design"
"12758","Curator"
"7370","Painting"
"7371","Art Educator"
"11383","Painting"
"8969","Painting"
"10618","Illustration"
"10618","Sculpture"
"11382","Painting"
"11382","Drawing"
"12887","Painting"
"7383","Art Educator"
"9072","Painting"
"12290","Architecture"
"12290","Art Educator"
"12888","Painting"
"7388","Watercolor"
"12291","Graphics"
"7390","Mosaics"
"7390","Art Educator"
"7394","Ceramics"
"7394","Environmental Art"
"7398","Environmental Art"
"7398","Installation"
"7398","Performance Art"
"7398","Sculpture"
"9615","Sculpture"
"7401","Art Educator"
"7411","Papermaking"
"7411","Mosaics"
"7412","Murals"
"7412","Art Educator"
"7414","Painting"
"7414","Printmaking"
"7415","Art Educator"
"7405","Art Educator"
"7405","Curator"
"12629","Painting"
"7420","Art Educator"
"7422","Caricatures"
"7427","Sculpture"
"7427","Art Educator"
"7432","Arts Organization"
"7433","Painting"
"7434","Mosaics"
"7434","Art Educator"
"11320","Printmaking"
"7437","Art Educator"
"11645","Photography"
"7442","Murals"
"7445","Greeting Cards"
"7445","Art Educator"
"9628","Photography"
"9714","Photography"
"12889","Photography"
"7453","Crafts"
"7454","Art Educator"
"9237","Graffiti"
"9237","Art Educator"
"7455","Art Educator"
"10641","Installation"
"10641","Performance Art"
"8967","Painting"
"7457","Art Educator"
"7458","Painting"
"7461","Art Educator"
"7462","Art Educator"
"7470","Paper Cutting"
"7474","Drawing"
"7475","Mixed Media"
"10776","Art Gallery"
"10776","Arts Organization"
"7485","Art Educator"
"9650","Painting"
"9650","Mixed Media"
"7490","Printmaking"
"7493","Art Educator"
"7494","Art Educator"
"7496","Art Educator"
"7497","Ceramics"
"8968","Photography"
"9446","Sculpture"
"9025","Filmmaker"
"7503","Art Educator"
"7508","Painting"
"7508","Digital Art"
"7511","Art Educator"
"10585","Printmaking"
"9516","Painting"
"7525","Video Art"
"7526","Art Educator"
"11174","Arts Organization"
"7527","Advertising Design"
"12891","Photography"
"12892","Photography"
"12893","Photography"
"12894","Photography"
"12895","Photography"
"12896","Photography"
"12897","Photography"
"12898","Photography"
"12899","Photography"
"12900","Photography"
"12901","Photography"
"12902","Photography"
"12902","Graphics"
"12903","Photography"
"12904","Photography"
"12905","Photography"
"12906","Photography"
"7537","Printmaking"
"11627","Painting"
"11190","Murals"
"7539","Art Educator"
"7539","Sculpture"
"7540","Sculpture"
"7541","Multimedia"
"7541","Sculpture"
"7543","Curator"
"7544","Painting"
"7545","Art Educator"
"10431","Photography"
"11338","Construction"
"11338","Sculpture"
"11338","Video Art"
"11835","Painting"
"7553","Art Educator"
"7553","Computer Art"
"8962","Printmaking"
"11216","Works on Paper"
"4633","Papermaking"
"11216","Curator"
"11216","Art Educator"
"11871","Digital Art"
"7563","Installation"
"7565","Mixed Media"
"12296","Art Educator"
"7567","Fashion Design"
"7567","Art Educator"
"10976","Sculpture"
"7569","Furniture"
"7569","Drawing"
"7572","Gallery Director"
"10749","Painting"
"10749","Sculpture"
"7579","Art Educator"
"7581","Art Educator"
"7583","Art Educator"
"9513","Painting"
"7589","Printmaking"
"7589","Assemblage"
"7589","Collage"
"7589","Fiber Art"
"7589","Art Educator"
"10773","Watercolor"
"10773","Painting"
"10793","Photography"
"7593","Murals"
"7595","Sculpture"
"11168","Photography"
"7603","Photography"
"7606","Mosaics"
"10971","Art Educator"
"7607","Art Educator"
"7607","Industrial Design"
"9103","Art Educator"
"10434","Photography"
"7622","Curator"
"7623","Art Educator"
"7628","Art Educator"
"11647","Painting"
"11647","Printmaking"
"8908","Photography"
"7633","Glass"
"9270","Video Art"
"9270","Art Educator"
"9270","Art Critic"
"9617","Mixed Media"
"7642","Advertising Design"
"7643","Art Educator"
"9019","Art Educator"
"10441","Sculpture"
"10441","Installation"
"10441","Drawing"
"10168","Art Educator"
"7653","Installation"
"7653","Sculpture"
"7770","Art Educator"
"7770","Curator"
"7654","Art Educator"
"7654","Weaving"
"7654","Costume Design"
"7655","Construction"
"9730","Installation"
"7659","Advertising Design"
"7659","Illustration"
"7662","Art Educator"
"7663","Sculpture"
"7663","Installation"
"11888","Art Educator"
"7668","Multimedia"
"10817","Curator"
"10817","Gallery Director"
"7670","Advertising Design"
"7671","Mixed Media"
"7673","Photography"
"10574","Collage"
"7681","Illustration"
"7683","Art Educator"
"10544","Art Educator"
"11636","Photography"
"9464","Arts Organization"
"7693","Mixed Media"
"7696","Art Educator"
"8956","Painting"
"7697","Sculpture"
"12907","Painting"
"7699","Art Educator"
"7705","Art Educator"
"7708","Naive Art"
"7714","Art Educator"
"7716","Architecture"
"8955","Installation"
"7718","Painting"
"7718","Mixed Media"
"7718","Drawing"
"7718","Sculpture"
"7721","Art Educator"
"7721","Costume Design"
"7723","Painting"
"12908","Installation"
"11612","Illustration"
"10692","Painting"
"12298","Art Educator"
"7730","Fiber Art"
"7737","Illustration"
"7737","Naive Art"
"7742","Painting"
"9087","Drawing"
"9087","Art Educator"
"7747","Art Educator"
"7771","Printmaking"
"7751","Art Educator"
"7752","Art Educator"
"7753","Sculpture"
"11761","Drawing"
"12300","Stained Glass"
"12909","Photography"
"11101","Street Art"
"9687","Jewelry"
"7755","Painting"
"7756","Art Educator"
"7757","Art Educator"
"7760","Art Educator"
"11640","Painting"
"11165","Collage"
"7762","Painting"
"10837","Curator"
"7764","Art Educator"
"12910","Art Educator"
"12911","Metalwork"
"12911","Sculpture"
"12911","Naive Art"
"7778","Art Educator"
"7779","Art Educator"
"7780","Animation"
"7785","Art Educator"
"7786","Art Educator"
"12912","Painting"
"7795","Installation"
"12302","Art Educator"
"7798","Photography"
"9653","Photography"
"12913","Illustration"
"7805","Painting"
"4771","Papermaking"
"7811","Art Educator"
"11385","Art Educator"
"11385","Ceramics"
"11385","Sculpture"
"7813","Installation"
"7813","Gallery Director"
"7814","Photography"
"7814","Art Educator"
"7818","Advertising Design"
"9522","Sculpture"
"9522","Drawing"
"9522","Printmaking"
"9522","Animation"
"9522","Art Educator"
"9944","Sculpture"
"9944","Art Educator"
"8953","Painting"
"7830","Art Educator"
"10737","Painting"
"7636","Art Educator"
"7835","Sculpture"
"7835","Woodworking"
"7837","Painting"
"7837","Sculpture"
"12617","Curator"
"12617","Art Educator"
"9024","Arts Organization"
"9786","Mixed Media"
"12611","Arts Organization"
"7843","Printmaking"
"11829","Photography"
"7845","Sculpture"
"12914","Painting"
"7850","Illustration"
"7851","Gallery Director"
"7851","Collector"
"7852","Pastels"
"11759","Theater Design"
"11759","Mixed Media"
"11759","Encaustic Painting"
"11759","Digital Art"
"7854","Art Educator"
"11096","Street Art"
"11104","Street Art"
"10119","Street Art"
"7847","Arts Organization"
"10130","Street Art"
"8548","Art Educator"
"8548","Drawing"
"8548","Painting"
"9772","Painting"
"9772","Drawing"
"8555","Painting"
"8557","Art Educator"
"8558","Art Educator"
"9630","Photography"
"10451","Printmaking"
"9281","Performance Art"
"10184","Printmaking"
"10308","Fiber Art"
"8563","Art Educator"
"9755","Performance Art"
"9755","Interdisciplinary"
"8973","Painting"
"9551","Painting"
"9551","Printmaking"
"9569","Painting"
"12915","Printmaking"
"8578","Art Educator"
"8579","Art Educator"
"10940","Bookbinding"
"11900","Mixed Media"
"8583","Printmaking"
"8584","Sculpture"
"8584","Painting"
"10655","Arts Organization"
"9787","Painting"
"8592","Fiber Art"
"8592","Tapestry"
"8592","Art Educator"
"9532","Printmaking"
"10485","Installation"
"8595","Art Educator"
"8597","Arts Organization"
"11387","Mixed Media"
"8599","Art Educator"
"8599","Drawing"
"8914","Works on Paper"
"11093","Street Art"
"10129","Street Art"
"8607","Drawing"
"8606","Printmaking"
"11550","Printmaking"
"8611","Photography"
"10665","Photography"
"9028","Painting"
"11760","Curator"
"8617","Photography"
"8617","Mixed Media"
"11538","Art Educator"
"12916","Painting"
"12916","Naive Art"
"8621","Art Educator"
"8625","Murals"
"10235","Painting"
"8628","Painting"
"8629","Murals"
"8629","Printmaking"
"8629","Art Educator"
"8631","Printmaking"
"8633","Graphics"
"8633","Illustration"
"8633","Drawing"
"8636","Painting"
"8637","Art Educator"
"8637","Drawing"
"12917","Painting"
"9037","Drawing"
"10813","Museum Director"
"9038","Ceramics"
"8639","Painting"
"8644","Gallery Director"
"8646","Illustration"
"8646","Cartoons"
"8648","Art Educator"
"8649","Murals"
"8651","Art Educator"
"11109","Street Art"
"8653","Art Educator"
"8657","Metalwork"
"9340","Painting"
"10479","Performance Art"
"11203","Street Art"
"8663","Art Gallery"
"8663","Arts Organization"
"8664","Drawing"
"8664","Art Educator"
"8664","Curator"
"10246","Painting"
"8666","Art Educator"
"10490","Photography"
"10490","Painting"
"10490","Mixed Media"
"12918","Ceramics"
"12919","Photography"
"10338","Installation"
"4845","Papermaking"
"10338","Sound Art"
"10338","Painting"
"8668","Art Educator"
"8671","Drawing"
"8672","Art Educator"
"8673","Digital Art"
"8673","Video Art"
"8673","Installation"
"8673","Art Educator"
"12308","Illustration"
"8680","Ceramics"
"8680","Art Educator"
"9420","Graphics"
"9039","Installation"
"8682","Painting"
"8683","Art Educator"
"10626","Art Educator"
"10626","Curator"
"10535","Painting"
"8696","Collector"
"8697","Writing"
"8698","Interior Design"
"8701","Video Art"
"9782","Drawing"
"8704","Curator"
"9783","Drawing"
"9781","Drawing"
"9040","Photography"
"8705","Art Educator"
"10273","Art Educator"
"10273","Painting"
"10273","Works on Paper"
"8710","Art Educator"
"8714","Painting"
"8717","Painting"
"10174","Painting"
"8720","Art Educator"
"8727","Painting"
"8727","Lithography"
"8728","Art Educator"
"8948","Art Educator"
"9180","Art Educator"
"8949","Painting"
"11823","Arts Organization"
"8736","Art Educator"
"8737","Art Educator"
"11111","Street Art"
"8741","Art Educator"
"10086","Gallery Director"
"12920","Drawing"
"8751","Painting"
"8752","Murals"
"8752","Art Educator"
"8757","Printmaking"
"8762","Art Educator"
"8764","Art Educator"
"8764","Works on Paper"
"8767","Sculpture"
"8767","Drawing"
"11288","Art Educator"
"9478","Photography"
"8781","Digital Art"
"8783","Art Educator"
"8783","Ceramics"
"8783","Interdisciplinary"
"8784","Art Educator"
"8785","Painting"
"8786","Art Educator"
"8787","Sculpture"
"9349","Holography"
"8776","Art Educator"
"8776","Murals"
"10334","Painting"
"11876","Art Educator"
"8797","Painting"
"8797","Drawing"
"8806","Photography"
"8807","Art Educator"
"8807","Curator"
"8808","Murals"
"10095","Photography"
"8812","Photography"
"11537","Engraving"
"11537","Mixed Media"
"9042","Sculpture"
"11635","Art Gallery"
"9508","Photography"
"7898","Art Educator"
"7898","Drawing"
"7898","Design"
"7900","Art Educator"
"7900","Advertising Design"
"7900","Stained Glass"
"7903","Photography"
"9044","Works on Paper"
"7906","Painting"
"9009","Photography"
"9045","Collector"
"7912","Animation"
"9434","Art Educator"
"7917","Painting"
"7919","Art Educator"
"11610","Photography"
"10407","Murals"
"10407","Photography"
"7935","Painting"
"10739","Painting"
"7940","Art Educator"
"12315","Art Educator"
"10134","Art Gallery"
"7944","Painting"
"12318","Art Educator"
"12921","Sculpture"
"7964","Sculpture"
"7964","Painting"
"7964","Light Art"
"7964","Art Educator"
"7965","Art Educator"
"10437","Jewelry"
"12922","Murals"
"12923","Graphics"
"12923","Advertising Design"
"7972","Art Educator"
"11456","Painting"
"11456","Sculpture"
"11456","Photography"
"11456","Video Art"
"11456","Installation"
"7983","Painting"
"11828","Painting"
"7986","Painting"
"10873","Painting"
"7989","Art Therapist"
"12924","Art Educator"
"12924","Drafting"
"7991","Illustration"
"7992","Art Educator"
"7997","Painting"
"7988","Printmaking"
"7998","Illustration"
"12800","Fashion Design"
"12800","Painting"
"8003","Art Educator"
"12855","Digital Art"
"8004","Art Educator"
"8017","Naive Art"
"5299","Papermaking"
"8020","Photography"
"8021","Drawing"
"8021","Art Educator"
"8022","Printmaking"
"8023","Multimedia"
"8023","Installation"
"8024","Art Educator"
"8943","Art Educator"
"8943","Drawing"
"8028","Sculpture"
"11144","Drawing"
"11144","Painting"
"11144","Art Educator"
"8031","Quilting"
"8033","Collographs"
"8035","Filmmaker"
"8035","Video Art"
"8036","Illustration"
"8036","Advertising Design"
"8037","Printmaking"
"8037","Painting"
"10035","Art Gallery"
"8040","Murals"
"8043","Sculpture"
"8045","Jewelry"
"10884","Photography"
"10884","Performance Art"
"8052","Drawing"
"8052","Sculpture"
"8052","Murals"
"8053","Installation"
"12925","Painting"
"12925","Mixed Media"
"12925","Collage"
"11163","Etching"
"8056","Art Educator"
"8062","Advertising Design"
"8064","Works on Paper"
"8065","Painting"
"8066","Art Educator"
"11161","Arts Organization"
"8069","Construction"
"8069","Naive Art"
"8077","Drawing"
"8079","Printmaking"
"8081","Ink"
"8083","Art Educator"
"10532","Performance Art"
"10532","Video Art"
"10532","Curator"
"10532","Art Educator"
"10532","Drawing"
"10532","Animation"
"8090","Sculpture"
"8094","Art Educator"
"8097","Art Educator"
"12926","Photography"
"12927","Calligraphy"
"8096","Printmaking"
"11500","Painting"
"8108","Works on Paper"
"11157","Drawing"
"11157","Printmaking"
"9081","Art Educator"
"9469","Collector"
"8113","Art Educator"
"8112","Printmaking"
"8120","Art Educator"
"8128","Installation"
"8127","Art Educator"
"9698","Cartoons"
"12928","Art Educator"
"12928","Architecture"
"9048","Pastels"
"8132","Beadwork"
"8132","Tapestry"
"8132","Textiles"
"8132","Art Educator"
"10942","Illustration"
"8135","Painting"
"12319","Design"
"12319","Furniture"
"8137","Sculpture"
"8137","Fiber Art"
"8143","Fashion Design"
"12929","Painting"
"8152","Design"
"8152","Illustration"
"8160","Art Educator"
"12930","Murals"
"12930","Painting"
"8171","Installation"
"8171","Photography"
"8179","Mixed Media"
"11173","Painting"
"8191","Curator"
"12931","Glass"
"12931","Stained Glass"
"8193","Art Educator"
"8194","Murals"
"10331","Illustration"
"8199","Art Educator"
"9605","Textiles"
"8200","Video Art"
"8200","Drawing"
"8204","Art Educator"
"8204","Gallery Director"
"12932","Art Educator"
"12932","Digital Art"
"12932","Textiles"
"9351","Mixed Media"
"9351","Photography"
"8207","Art Educator"
"8207","Construction"
"8207","Assemblage"
"8207","Painting"
"8207","Drawing"
"8207","Sculpture"
"8211","Sculpture"
"8211","Art Educator"
"8212","Art Educator"
"10182","Painting"
"8217","Mixed Media"
"8221","Sculpture"
"12933","Art Educator"
"12933","Theater Design"
"8228","Painting"
"8231","Printmaking"
"10638","Filmmaker"
"11139","Painting"
"10371","Art Educator"
"12935","Art Educator"
"12935","Painting"
"12935","Design"
"9710","Art Educator"
"9776","Naive Art"
"11186","Murals"
"9163","Painting"
"8265","Calligraphy"
"8265","Illustration"
"8270","Drawing"
"8270","Printmaking"
"8270","Art Educator"
"9677","Cartoons"
"8273","Art Educator"
"8274","Photography"
"5324","Papermaking"
"8274","Art Educator"
"8275","Art Educator"
"10701","Painting"
"8280","Illustration"
"8940","Painting"
"8283","Murals"
"8285","Performance Art"
"8290","Art Educator"
"8290","Printmaking"
"8293","Mixed Media"
"8293","Illustration"
"9338","Printmaking"
"8295","Painting"
"8295","Paper Cutting"
"12936","Painting"
"8299","Greeting Cards"
"11151","Photography"
"11151","Collage"
"11159","Photography"
"11159","Collage"
"8303","Painting"
"8303","Construction"
"8304","Art Educator"
"9050","Art Educator"
"9050","Photography"
"9050","Woodcarving"
"9050","Batik"
"8306","Performance Art"
"8311","Painting"
"8311","Watercolor"
"10264","Costume Design"
"10264","Theater Design"
"12937","Mosaics"
"12937","Art Educator"
"8317","Postal Art"
"8315","Art Educator"
"8322","Art Educator"
"8323","Painting"
"12153","Sculpture"
"8334","Art Educator"
"12127","Watercolor"
"9376","Drawing"
"9376","Sculpture"
"11547","Advertising Design"
"12938","Sculpture"
"8346","Art Educator"
"8347","Painting"
"8349","Drawing"
"8349","Video Art"
"8349","Sculpture"
"11832","Art Gallery"
"8354","Art Educator"
"8357","Encaustic Painting"
"8358","Collage"
"8358","Printmaking"
"8363","Sculpture"
"8363","Murals"
"12939","Painting"
"10361","Painting"
"8369","Painting"
"8370","Painting"
"8370","Graphics"
"8370","Printmaking"
"8370","Advertising Design"
"12435","Furniture"
"8375","Drawing"
"8379","Photography"
"8381","Painting"
"10858","Illustration"
"8391","Sculpture"
"8391","Beadwork"
"10722","Painting"
"12940","Photography"
"12940","Art Educator"
"10303","Naive Art"
"11690","Drawing"
"11690","Curator"
"11690","Painting"
"11690","Printmaking"
"8388","Digital Art"
"8389","Works on Paper"
"8390","Murals"
"8393","Art Educator"
"8395","Photography"
"10874","Painting"
"8947","Painting"
"10639","Interdisciplinary"
"10639","Performance Art"
"8405","Art Educator"
"8405","Painting"
"8406","Arts Organization"
"10101","Street Art"
"12941","Painting"
"12941","Printmaking"
"8421","Art Educator"
"8423","Painting"
"8423","Art Educator"
"10726","Photography"
"10726","Art Educator"
"11729","Printmaking"
"8427","Curator"
"12942","Animation"
"12942","Painting"
"12942","Drawing"
"12943","Photography"
"8430","Art Educator"
"8431","Art Educator"
"8909","Murals"
"10369","Design"
"10369","Murals"
"8433","Drawing"
"10888","Art Educator"
"8435","Casein"
"8435","Drawing"
"10250","Art Educator"
"9194","Design"
"9194","Art Educator"
"9648","Painting"
"8438","Art Educator"
"8439","Textiles"
"11374","Painting"
"11683","Painting"
"8441","Sculpture"
"8441","Collage"
"8441","Mixed Media"
"10715","Performance Art"
"10715","Art Educator"
"10715","Writing"
"12944","Illustration"
"12944","Painting"
"8444","Art Educator"
"8444","Ceramics"
"8445","Art Educator"
"10687","Painting"
"11407","Painting"
"11407","Drawing"
"11407","Printmaking"
"11407","Textiles"
"11407","Mixed Media"
"12823","Art Educator"
"10875","Painting"
"10180","Sculpture"
"8470","Sculpture"
"8470","Photography"
"8470","Art Educator"
"8476","Stained Glass"
"8476","Drawing"
"8476","Mosaics"
"5949","Papermaking"
"9664","Photography"
"8479","Mixed Media"
"8479","Painting"
"10688","Painting"
"8483","Fiber Art"
"12945","Art Educator"
"12945","Design"
"12945","Murals"
"12945","Interior Design"
"8488","Art Educator"
"8488","Video Art"
"12819","Interdisciplinary"
"8492","Art Educator"
"8497","Graphics"
"8498","Painting"
"8499","Photography"
"8499","Drawing"
"8499","Painting"
"9689","Ceramics"
"8500","Murals"
"8502","Works on Paper"
"8504","Sculpture"
"12946","Murals"
"8513","Art Educator"
"12947","Painting"
"8519","Painting"
"8519","Art Educator"
"9053","Photography"
"8521","Gallery Director"
"12948","Art Gallery"
"8522","Etching"
"8522","Collographs"
"9654","Installation"
"10278","Painting"
"10278","Mixed Media"
"10278","Art Educator"
"10563","Photography"
"10563","Gallery Director"
"8826","Printmaking"
"11212","Painting"
"8532","Sculpture"
"11634","Painting"
"11634","Mixed Media"
"9392","Painting"
"8534","Art Educator"
"8534","Drawing"
"8534","Painting"
"8536","Illustration"
"8537","Mosaics"
"12949","Screen Printing"
"12950","Mixed Media"
"12951","Sculpture"
"12952","Sculpture"
"12953","Tempera"
"836","Painting"
"12955","Painting"
"9887","Painting"
"9887","Drawing"
"9887","Works on Paper"
"12956","Painting"
"2482","Installation"
"2482","Mixed Media"
"12957","Sculpture"
"12580","Painting"
"9114","Illustration"
"12958","Painting"
"9856","Photography"
"9856","Collage"
"9856","Painting"
"9856","Photograms"
"12959","Sculpture"
"12960","Papermaking"
"12960","Mixed Media"
"12960","Painting"
"12960","Collage"
"3190","Mixed Media"
"3253","Sculpture"
"3368","Printmaking"
"3376","Pastels"
"12177","Pastels"
"12177","Drawing"
"12961","Painting"
"11367","Painting"
"9323","Photography"
"12962","Painting"
"12963","Sculpture"
"12963","Painting"
"12964","Painting"
"4843","Photocopies"
"9110","Painting"
"12965","Photography"
"12965","Photograms"
"12965","Art Educator"
"12966","Collage"
"12966","Photograms"
"4983","Papier Mache"
"4983","Painting"
"4983","Etching"
"4983","Drawing"
"12967","Photography"
"12212","Painting"
"12212","Drawing"
"5194","Painting"
"5329","Painting"
"5593","Artists' Books"
"5897","Mixed Media"
"12968","Painting"
"12968","Drawing"
"12968","Collage"
"9217","Installation"
"6895","Printmaking"
"12497","Textiles"
"12497","Sculpture"
"7013","Jewelry"
"9161","Painting"
"7396","Painting"
"7448","Papermaking"
"7453","Textiles"
"12969","Watercolor"
"12969","Drawing"
"7506","Murals"
"7553","Mixed Media"
"9103","Papermaking"
"9103","Fiber Art"
"7699","Watercolor"
"7699","Printmaking"
"12970","Painting"
"12971","Drawing"
"12972","Painting"
"12972","Printmaking"
"9214","Collage"
"9214","Drawing"
"12973","Art Gallery"
"8543","Art Educator"
"8600","Painting"
"8687","Silversmithing"
"8687","Sculpture"
"8754","Assemblage"
"8778","Sculpture"
"12974","Painting"
"12975","Sculpture"
"8813","Assemblage"
"8825","Painting"
"8825","Drawing"
"12317","Pastels"
"8019","Sculpture"
"12976","Watercolor"
"12976","Drawing"
"12977","Printmaking"
"8420","Printmaking"
"6709","Papermaking"
"12978","Arts Organization"
"12979","Arts Organization"
"12980","Painting"
"9703","Arts Organization"
"12982","Sculpture"
"12983","Art Gallery"
"1069","Art Educator"
"10851","Photography"
"12984","Photography"
"12985","Graphics"
"12986","Painting"
"12986","Collage"
"12986","Graphics"
"10078","Interior Design"
"10078","Theater Design"
"10078","Painting"
"1337","Arts Organization"
"10036","Art Gallery"
"10079","Art Gallery"
"11172","Art Gallery"
"11138","Art Gallery"
"10455","Drawing"
"11749","Drawing"
"9538","Furniture"
"10027","Arts Organization"
"10601","Ink"
"10077","Painting"
"9298","Performance Art"
"11748","Arts Organization"
"10457","Watercolor"
"7017","Photography"
"11310","Painting"
"10435","Painting"
"6534","Painting"
"10025","Calligraphy"
"10025","Drawing"
"10025","Illustration"
"10456","Painting"
"12987","Art Gallery"
"12988","Art Gallery"
"12989","Graphics"
"9538","Fiber Art"
"2858","Painting"
"2858","Sculpture"
"12990","Art Gallery"
"12991","Postal Art"
"3117","Painting"
"3119","Watercolor"
"12606","Art Gallery"
"9728","Art Educator"
"10801","Ceramics"
"3154","Painting"
"11523","Installation"
"11523","Sculpture"
"3158","Sculpture"
"3158","Installation"
"3160","Illustration"
"11221","Art Educator"
"9735","Sculpture"
"9735","Performance Art"
"3192","Murals"
"10414","Painting"
"10414","Drawing"
"3217","Art Educator"
"3220","Miniatures"
"3234","Performance Art"
"11915","Arts Organization"
"12992","Graphics"
"12993","Painting"
"12994","Glass"
"12995","Photography"
"12995","Video Art"
"12995","Installation"
"12996","Photography"
"12997","Sculpture"
"12997","Painting"
"12998","Fashion Design"
"12999","Painting"
"12999","Mixed Media"
"13000","Installation"
"13000","Ceramics"
"10679","Drypoint"
"13001","Art Critic"
"13001","Curator"
"13002","Photography"
"13003","Photography"
"13003","Video Art"
"13003","Installation"
"794","Mixed Media"
"794","Construction"
"13004","Video Art"
"13005","Art Educator"
"13005","Performance Art"
"10460","Photography"
"13006","Mixed Media"
"13007","Sculpture"
"13008","Curator"
"13008","Art Educator"
"13009","Interdisciplinary"
"13009","Illustration"
"13010","Photography"
"13011","Photography"
"9410","Art Educator"
"13012","Painting"
"13013","Printmaking"
"10423","Art Educator"
"11388","Mixed Media"
"11388","Sculpture"
"13014","Ceramics"
"13015","Mixed Media"
"13016","Drawing"
"13016","Works on Paper"
"10753","Interdisciplinary"
"10753","Curator"
"12457","Sculpture"
"13017","Collage"
"4724","Curator"
"13018","Light Art"
"13018","Installation"
"13019","Painting"
"13019","Drawing"
"13019","Performance Art"
"10478","Light Art"
"13020","Performance Art"
"13021","Printmaking"
"13022","Performance Art"
"13023","Photography"
"13023","Painting"
"13024","Photograms"
"13025","Found Objects"
"13025","Mixed Media"
"13027","Painting"
"13028","Painting"
"13028","Sculpture"
"13028","Installation"
"13028","Video Art"
"6425","Art Educator"
"13029","Photography"
"9708","Installation"
"13030","Ceramics"
"12305","Fiber Art"
"13031","Interdisciplinary"
"13032","Textiles"
"13032","Fiber Art"
"6918","Papermaking"
"13033","Painting"
"13033","Sculpture"
"13034","Sculpture"
"13035","Painting"
"13036","Painting"
"13037","Mixed Media"
"13037","Painting"
"13038","Collector"
"13039","Multimedia"
"11119","Art Gallery"
"12656","Arts Organization"
"3283","Mixed Media"
"3351","Murals"
"1945","Sculpture"
"1945","Installation"
"9726","Photography"
"11920","Collage"
"13040","Photography"
"13041","Sculpture"
"13041","Installation"
"13041","Photography"
"13041","Video Art"
"13041","Performance Art"
"13042","Installation"
"13042","Painting"
"13042","Performance Art"
"13042","Video Art"
"13042","Works on Paper"
"13041","Painting"
"13043","Filmmaker"
"13043","Photography"
"13044","Drawing"
"13046","Painting"
"12838","Sculpture"
"13047","Painting"
"13048","Sculpture"
"13049","Sculpture"
"13050","Photography"
"13051","Interdisciplinary"
"13051","Installation"
"13052","Art Gallery"
"3548","Installation"
"13053","Art Gallery"
"13054","Fiber Art"
"13054","Ceramics"
"13054","Tapestry"
"13055","Ceramics"
"13056","Artists' Books"
"13057","Drawing"
"13057","Painting"
"12733","Collage"
"13058","Painting"
"6260","Mixed Media"
"13059","Photograms"
"13060","Painting"
"10218","Photography"
"10218","Painting"
"13061","Painting"
"13062","Photography"
"13063","Photography"
"13063","Sculpture"
"13064","Art Educator"
"13064","Painting"
"13065","Interior Design"
"13067","Design"
"13068","Installation"
"13068","Sculpture"
"13068","Painting"
"7476","Filmmaker"
"13069","Photography"
"13071","Light Art"
"13071","Photography"
"13072","Painting"
"13073","Art Educator"
"13073","Sculpture"
"13073","Interdisciplinary"
"13074","Computer Art"
"13074","Art Educator"
"13075","Art Educator"
"13075","Graphics"
"13075","Design"
"4422","Art Educator"
"13076","Art Educator"
"13076","Works on Paper"
"7292","Mixed Media"
"8502","Art Educator"
"11459","Mixed Media"
"10239","Painting"
"12614","Photography"
"6893","Mixed Media"
"2678","Sculpture"
"5456","Art Educator"
"1844","Photography"
"1844","Curator"
"1409","Collage"
"12053","Collage"
"13005","Collage"
"9587","Ceramics"
"9587","Sculpture"
